"symbol","owning_fixture","applicability","contract_category","comparison_baseline","comparison_record","owning_validation","decision","rationale"
"simdlib_type_matrix_add_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated add cell for i64 protects that public Register specialization."
"simdlib_type_matrix_add_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated add cell for i8 protects that public Register specialization."
"simdlib_type_matrix_add_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated add cell for u16 protects that public Register specialization."
"simdlib_type_matrix_add_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated add cell for u32 protects that public Register specialization."
"simdlib_type_matrix_add_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated add cell for u64 protects that public Register specialization."
"simdlib_type_matrix_add_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated add cell for u8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for f32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for f64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for i16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for i32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for i64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for i8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for u16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for u32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for u64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_and_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_and cell for u8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for f32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for f64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for i16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for i32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for i64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for i8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for u16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for u32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for u64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_andnot_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_andnot cell for u8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for f32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for f64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for i16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for i32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for i64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for i8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for u16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for u32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for u64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_not_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_not cell for u8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for f32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for f64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for i16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for i32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for i64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for i8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for u16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for u32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for u64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_or_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_or cell for u8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for f32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for f64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for i16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for i32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for i64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for i8 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for u16 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for u32 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for u64 protects that public Register specialization."
"simdlib_type_matrix_bitwise_xor_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated bitwise_xor cell for u8 protects that public Register specialization."
"simdlib_type_matrix_broadcast_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for f32 protects that public Register specialization."
"simdlib_type_matrix_broadcast_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for f64 protects that public Register specialization."
"simdlib_type_matrix_broadcast_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for i16 protects that public Register specialization."
"simdlib_type_matrix_broadcast_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for i32 protects that public Register specialization."
"simdlib_type_matrix_broadcast_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for i64 protects that public Register specialization."
"simdlib_type_matrix_broadcast_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for i8 protects that public Register specialization."
"simdlib_type_matrix_broadcast_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for u16 protects that public Register specialization."
"simdlib_type_matrix_broadcast_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for u32 protects that public Register specialization."
"simdlib_type_matrix_broadcast_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for u64 protects that public Register specialization."
"simdlib_type_matrix_broadcast_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated broadcast cell for u8 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for f32 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for f64 protects that public Register specialization."
